Query;Thread Id;Rank;threadFinalScore;threadTitleAsymSim;threadTitleAsymSimNorm;threadBodyAsymSim;threadBodyAsymSimNorm;queryTitleCoverageScore;queryCodeCoverageScore;jaccard;2-gramsScore;3-gramsScore;bm25Score;bm25ScoreNorm;tf-idf;tf-idfNorm;AnswerCount;AnswerCountNorm;ThreadUpScore;ThreadTotalUpScore;ThreadTotalUpScoreNorm;
;https://stackoverflow.com/questions/18984510;10;1.67;12.71;0.69;13.05;0.85;0.25;0.5;0.02;0;0;14.83;0.54;0.37;0.82;1;0.1;0.2;9;0.0;
;https://stackoverflow.com/questions/12700129;11;1.58;11.87;0.64;11.48;0.74;0.25;0.25;0.02;0;0;14.22;0.51;0.33;0.74;2;0.2;0.2;4;0.0;
;https://stackoverflow.com/questions/29303455;12;1.55;12.68;0.69;10.51;0.68;0.25;0.5;0.01;0;0;14.32;0.52;0.25;0.56;4;0.3;0.2;8;0.0;
;https://stackoverflow.com/questions/4212577;13;1.81;11.8;0.64;14.8;0.96;0.25;0.5;0.02;0;0;20.02;0.72;0.45;0.99;3;0.2;0.2;3;0.0;
;https://stackoverflow.com/questions/3147794;14;1.64;14.63;0.79;10.97;0.71;0.0;0.5;0.01;0;0;14.02;0.51;0.26;0.58;3;0.2;0.2;10;0.0;
;https://stackoverflow.com/questions/37923430;15;1.5;12.53;0.68;11.86;0.77;0.25;0.25;0.03;0;0;13.94;0.5;0.26;0.57;1;0.1;0.2;3;0.0;
;https://stackoverflow.com/questions/11048579;16;1.66;12.25;0.66;11.68;0.76;0.25;0.5;0.01;0;0;14.14;0.51;0.33;0.74;5;0.4;0.1;4;0.0;
;https://stackoverflow.com/questions/27064496;17;1.88;16.33;0.88;10.49;0.68;0.5;0.5;0.04;0;0;20.59;0.74;0.42;0.92;3;0.2;0.2;11;0.0;
;https://stackoverflow.com/questions/11004811;18;1.82;14.84;0.8;11.83;0.77;0.25;0.5;0.02;0;0;14.65;0.53;0.35;0.76;2;0.2;0.3;11;0.0;
;https://stackoverflow.com/questions/39114872;19;1.7;16.27;0.88;11.24;0.73;0.25;0.5;0.01;0;0;14.29;0.52;0.27;0.61;3;0.2;0.1;5;0.0;
;https://stackoverflow.com/questions/36809245;20;1.69;14.97;0.81;11.59;0.75;0.25;0.5;0.01;0;0;14.32;0.52;0.32;0.71;3;0.2;0.1;2;0.0;
;https://stackoverflow.com/questions/25594792;21;1.75;14.78;0.8;13.21;0.86;0.25;0.5;0.01;0;0;14.09;0.51;0.29;0.65;2;0.2;0.2;4;0.0;
;https://stackoverflow.com/questions/6197866;22;1.56;15.11;0.82;10.94;0.71;0.0;0.75;0.03;0;0;18.62;0.67;0.26;0.57;1;0.1;0.1;5;0.0;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I decompress a GZip file in Java?


Found Threads: (5);Pivot;------;------;24.54;------;18.9;------;------;------;------;2;1;28.83;------;0.55;------;10.0;------;------;245.0
;https://stackoverflow.com/questions/901003;2;2.17;19.83;0.81;15.71;0.83;0.5;0.5;0.04;0;0;26.26;0.91;0.49;0.89;6;0.6;0.3;16;0.1;
;https://stackoverflow.com/questions/7128171;3;2.35;21.08;0.86;15.96;0.84;0.5;0.5;0.03;0;0;23.99;0.83;0.29;0.54;7;0.7;0.5;101;0.4;
;https://stackoverflow.com/questions/3711282;5;1.92;20.55;0.84;14.49;0.77;0.5;0.75;0.02;0;0;14.46;0.5;0.32;0.59;3;0.3;0.4;24;0.1;
;https://stackoverflow.com/questions/1080381;18;2.38;17.42;0.71;11.46;0.61;0.0;0.75;0.02;0;0;15.35;0.53;0.35;0.64;5;0.5;0.6;245;1.0;
;https://stackoverflow.com/questions/12531579;33;1.88;22.56;0.92;13.39;0.71;0.5;0.75;0.05;0;0;22.91;0.79;0.39;0.71;2;0.2;0.2;24;0.1;

Missed Threads: (2);https://stackoverflow.com/questions/3627401;-1;17.23;20.58;-1;13.89;-1;0.0;1.0;0.0;1;0;0.0;-1;0.0;-1;7;-1;-1;116;-1;
;https://stackoverflow.com/questions/315618;-1;15.84;16.36;-1;15.31;-1;0.5;0.5;0.33;1;0;0.0;-1;0.0;-1;8;-1;-1;156;-1;


Trash in round 2: (55);https://stackoverflow.com/questions/36264105;0;1.65;19.3;0.79;15.45;0.82;0.25;0.5;0.03;0;0;14.65;0.51;0.39;0.72;1;0.1;0.1;3;0.0;
;https://stackoverflow.com/questions/51543571;1;1.49;18.12;0.74;13.26;0.7;0.25;0.5;0.02;0;0;22.8;0.79;0.27;0.5;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/23618657;4;1.39;16.66;0.68;11.78;0.62;0.5;0.5;0.04;0;0;15.02;0.52;0.28;0.51;1;0.1;0.2;3;0.0;
;https://stackoverflow.com/questions/22600402;6;1.36;14.29;0.58;12.41;0.66;0.0;0.75;0.02;0;0;16.29;0.57;0.38;0.69;1;0.1;0.1;2;0.0;
;https://stackoverflow.com/questions/3335969;7;1.86;19.48;0.79;15.5;0.82;0.75;0.5;0.07;1;0;15.62;0.54;0.4;0.72;2;0.2;0.3;26;0.1;
;https://stackoverflow.com/questions/25856414;8;1.7;19.49;0.79;14.36;0.76;0.5;0.25;0.03;0;0;15.15;0.53;0.35;0.64;2;0.2;0.2;8;0.0;
;https://stackoverflow.com/questions/2580659;9;1.61;16.25;0.66;12.45;0.66;0.25;0.75;0.02;0;0;14.91;0.52;0.35;0.64;2;0.2;0.3;22;0.1;
;https://stackoverflow.com/questions/41400810;10;1.7;19.09;0.78;14.98;0.79;0.0;1.0;0.01;0;0;23.4;0.81;0.42;0.76;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/43299508;11;1.71;21.58;0.88;13.59;0.72;0.75;0.75;0.02;1;0;23.9;0.83;0.29;0.54;2;0.2;0.2;4;0.0;
;https://stackoverflow.com/questions/23265857;12;1.46;14.69;0.6;14.16;0.75;0.0;0.5;0.04;0;0;15.02;0.52;0.37;0.67;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/3984927;13;1.96;18.75;0.76;13.91;0.74;0.75;0.5;0.03;0;0;14.74;0.51;0.41;0.75;5;0.5;0.3;14;0.1;
;https://stackoverflow.com/questions/19138179;14;1.75;18.34;0.75;14.58;0.77;0.0;0.25;0.02;0;0;15.3;0.53;0.29;0.53;2;0.2;0.4;22;0.1;
;https://stackoverflow.com/questions/13644538;15;1.84;19.98;0.81;16.97;0.9;0.5;0.75;0.05;0;0;15.45;0.54;0.41;0.75;2;0.2;0.2;7;0.0;
;https://stackoverflow.com/questions/36224130;16;1.66;20.72;0.84;15.78;0.83;0.5;0.5;0.06;0;0;22.66;0.79;0.28;0.5;1;0.1;0.2;4;0.0;
;https://stackoverflow.com/questions/29002769;17;1.6;17.52;0.71;12.48;0.66;0.5;0.75;0.02;0;0;19.39;0.67;0.34;0.62;2;0.2;0.2;28;0.1;
;https://stackoverflow.com/questions/9296032;19;1.56;17.95;0.73;13.25;0.7;0.25;0.75;0.02;0;0;15.18;0.53;0.36;0.66;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/27825927;20;1.84;19.37;0.79;16.46;0.87;0.5;0.25;0.02;0;0;15.25;0.53;0.46;0.83;2;0.2;0.2;5;0.0;
;https://stackoverflow.com/questions/28205982;21;1.5;17.65;0.72;14.07;0.74;0.5;0.5;0.03;0;0;15.41;0.53;0.34;0.62;1;0.1;0.1;2;0.0;
;https://stackoverflow.com/questions/18024610;22;1.59;18.06;0.74;14.27;0.76;0.25;0.25;0.02;0;0;18.84;0.65;0.3;0.54;2;0.2;0.2;6;0.0;
;https://stackoverflow.com/questions/27978651;23;1.47;15.16;0.62;13.81;0.73;0.0;1.0;0.04;0;0;19.94;0.69;0.37;0.68;1;0.1;0.2;3;0.0;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I compress a file in GZip format?


Found Threads: (3);Pivot;------;------;22.69;------;18.62;------;------;------;------;1;0;29.27;------;0.52;------;10.0;------;------;245.0
;https://stackoverflow.com/questions/7128171;4;2.38;19.33;0.85;15.45;0.83;0.25;0.5;0.03;0;0;25.81;0.88;0.32;0.63;7;0.7;0.5;101;0.4;
;https://stackoverflow.com/questions/19044638;29;1.99;21.57;0.95;11.84;0.64;0.5;1.0;0.07;0;0;27.93;0.95;0.38;0.73;3;0.3;0.3;25;0.1;
;https://stackoverflow.com/questions/16351668;34;2.21;17.86;0.79;14.98;0.8;0.0;0.5;0.02;0;0;26.0;0.89;0.28;0.54;6;0.6;0.5;100;0.4;

Missed Threads: (2);https://stackoverflow.com/questions/16243629;-1;15.98;18.33;-1;13.63;-1;0.25;0.25;0.12;0;0;0.0;-1;0.0;-1;3;-1;-1;4;-1;
;https://stackoverflow.com/questions/11036280;-1;18.91;21.91;-1;15.9;-1;0.5;0.5;0.4;1;0;0.0;-1;0.0;-1;10;-1;-1;41;-1;


Trash in round 2: (57);https://stackoverflow.com/questions/550024;0;1.99;19.16;0.84;13.83;0.74;0.25;0.25;0.03;0;0;22.43;0.77;0.29;0.55;5;0.5;0.4;16;0.1;
;https://stackoverflow.com/questions/36264105;1;1.72;18.72;0.83;14.99;0.8;0.25;0.5;0.03;0;0;22.3;0.76;0.41;0.79;1;0.1;0.1;3;0.0;
;https://stackoverflow.com/questions/16703229;2;1.34;13.92;0.61;11.54;0.62;0.25;0.75;0.02;0;0;17.43;0.6;0.27;0.53;1;0.1;0.2;4;0.0;
;https://stackoverflow.com/questions/901003;3;2.11;17.99;0.79;15.08;0.81;0.25;0.5;0.04;0;0;22.16;0.76;0.42;0.82;6;0.6;0.3;16;0.1;
;https://stackoverflow.com/questions/23618657;5;1.47;16.25;0.72;11.67;0.63;0.5;0.5;0.04;1;0;23.82;0.81;0.3;0.58;1;0.1;0.2;3;0.0;
;https://stackoverflow.com/questions/16678772;6;1.59;16.43;0.72;13.13;0.71;0.5;0.5;0.04;0;0;17.92;0.61;0.27;0.53;3;0.3;0.2;9;0.0;
;https://stackoverflow.com/questions/6505965;7;1.43;15.69;0.69;13.26;0.71;0.25;0.5;0.02;0;0;18.62;0.64;0.29;0.56;1;0.1;0.1;4;0.0;
;https://stackoverflow.com/questions/52298513;8;1.48;16.42;0.72;14.33;0.77;0.25;0.25;0.02;0;0;22.41;0.77;0.28;0.55;1;0.1;0.1;3;0.0;
;https://stackoverflow.com/questions/3335969;9;1.81;18.31;0.81;14.7;0.79;0.5;0.5;0.04;0;0;14.86;0.51;0.32;0.61;2;0.2;0.3;26;0.1;
;https://stackoverflow.com/questions/7564138;10;1.99;16.12;0.71;14.82;0.8;0.5;0.75;0.03;0;0;24.03;0.82;0.5;0.96;6;0.6;0.2;11;0.0;
;https://stackoverflow.com/questions/7849067;11;1.82;19.13;0.84;15.65;0.84;0.25;0.25;0.03;0;0;16.26;0.56;0.26;0.51;2;0.2;0.3;31;0.1;
;https://stackoverflow.com/questions/41400810;12;1.69;17.85;0.79;14.2;0.76;0.0;0.5;0.01;0;0;15.06;0.51;0.38;0.74;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/23265857;13;1.52;13.36;0.59;13.81;0.74;0.0;0.75;0.06;0;0;25.25;0.86;0.42;0.82;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/14777800;14;2.12;20.83;0.92;12.36;0.66;0.25;0.75;0.02;0;0;23.18;0.79;0.27;0.53;6;0.6;0.4;58;0.2;
;https://stackoverflow.com/questions/13644538;15;1.8;18.98;0.84;16.38;0.88;0.5;0.5;0.03;0;0;14.67;0.5;0.33;0.64;2;0.2;0.2;7;0.0;
;https://stackoverflow.com/questions/36224130;16;1.65;19.37;0.85;14.71;0.79;0.25;0.75;0.04;0;0;20.36;0.7;0.26;0.5;1;0.1;0.2;4;0.0;
;https://stackoverflow.com/questions/24342751;17;1.33;12.51;0.55;12.4;0.67;0.25;0.5;0.02;0;0;19.04;0.65;0.31;0.59;2;0.2;0.1;3;0.0;
;https://stackoverflow.com/questions/1080381;18;2.33;16.15;0.71;11.09;0.6;0.0;0.5;0.02;0;0;16.5;0.56;0.28;0.55;5;0.5;0.6;245;1.0;
;https://stackoverflow.com/questions/9296032;19;1.58;18.01;0.79;13.05;0.7;0.5;0.75;0.03;1;0;22.63;0.77;0.29;0.57;1;0.1;0.2;6;0.0;
;https://stackoverflow.com/questions/27825927;20;1.89;18.81;0.83;15.82;0.85;0.5;0.25;0.02;0;0;14.86;0.51;0.45;0.86;2;0.2;0.2;5;0.0;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I use PriorityBlockingQueue class?


Found Threads: (0);Pivot;------;------;24.76;------;16.39;------;------;------;------;0;0;18.34;------;0.62;------;0.0;------;------;0.0

Missed Threads: (3);https://stackoverflow.com/questions/3545623;-1;17.96;20.69;-1;15.23;-1;0.5;0.5;0.17;0;0;0.0;-1;0.0;-1;6;-1;-1;53;-1;
;https://stackoverflow.com/questions/807223;-1;13.58;13.53;-1;13.63;-1;0.0;0.5;0.0;0;0;0.0;-1;0.0;-1;6;-1;-1;67;-1;
;https://stackoverflow.com/questions/34866757;-1;16.38;19.6;-1;13.15;-1;0.5;0.5;0.17;0;0;0.0;-1;0.0;-1;1;-1;-1;8;-1;


Trash in round 2: (0)

-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I parse a text string into date and time?


Found Threads: (6);Pivot;------;------;12.6;------;10.87;------;------;------;------;1;0;12.13;------;0.65;------;12.0;------;------;876.0
;https://stackoverflow.com/questions/18915075;17;2.13;8.79;0.7;8.5;0.78;0.25;1.0;0.02;0;0;11.28;0.93;0.37;0.58;9;0.8;0.5;148;0.2;
;https://stackoverflow.com/questions/909022;114;2.28;9.34;0.74;9.48;0.87;0.25;1.0;0.02;0;0;11.39;0.94;0.52;0.81;10;0.8;0.5;84;0.1;
;https://stackoverflow.com/questions/22463062;140;2.68;10.47;0.83;9.58;0.88;0.25;1.0;0.02;0;0;11.23;0.93;0.46;0.71;3;0.2;0.9;876;1.0;
;https://stackoverflow.com/questions/34793263;178;1.71;8.83;0.7;9.26;0.85;0.25;1.0;0.02;0;0;10.45;0.86;0.42;0.66;3;0.2;0.3;24;0.0;
;https://stackoverflow.com/questions/18099285;181;1.82;8.85;0.7;7.55;0.69;0.25;1.0;0.05;0;0;11.69;0.96;0.54;0.84;6;0.5;0.2;16;0.0;
;https://stackoverflow.com/questions/35707882;262;1.71;9.65;0.77;9.34;0.86;0.75;0.75;0.04;0;0;10.7;0.88;0.47;0.72;1;0.1;0.2;10;0.0;

Missed Threads: (14);https://stackoverflow.com/questions/999172;-1;10.15;11.06;-1;9.24;-1;0.25;1.0;0.2;0;0;0.0;-1;0.0;-1;5;-1;-1;466;-1;
;https://stackoverflow.com/questions/4216745;-1;8.5;8.2;-1;8.8;-1;0.25;1.0;0.14;1;0;0.0;-1;0.0;-1;13;-1;-1;2498;-1;
;https://stackoverflow.com/questions/4496359;-1;9.62;10.81;-1;8.43;-1;0.5;1.0;0.4;0;0;0.0;-1;0.0;-1;6;-1;-1;313;-1;
;https://stackoverflow.com/questions/5301226;-1;8.88;8.58;-1;9.19;-1;0.25;0.75;0.12;1;0;0.0;-1;0.0;-1;8;-1;-1;525;-1;
;https://stackoverflow.com/questions/2201925;-1;8.84;8.31;-1;9.37;-1;0.25;1.0;0.1;0;0;0.0;-1;0.0;-1;25;-1;-1;1243;-1;
;https://stackoverflow.com/questions/5683728;-1;8.73;8.49;-1;8.98;-1;0.25;1.0;0.12;1;0;0.0;-1;0.0;-1;16;-1;-1;1418;-1;
;https://stackoverflow.com/questions/6252678;-1;9.09;8.79;-1;9.39;-1;0.5;0.75;0.18;0;0;0.0;-1;0.0;-1;10;-1;-1;779;-1;
;https://stackoverflow.com/questions/6543174;-1;9.65;10.38;-1;8.92;-1;0.75;0.75;0.38;0;0;0.0;-1;0.0;-1;10;-1;-1;138;-1;
;https://stackoverflow.com/questions/11994790;-1;9.53;10.75;-1;8.3;-1;0.5;0.75;0.25;1;0;0.0;-1;0.0;-1;5;-1;-1;125;-1;
;https://stackoverflow.com/questions/16910344;-1;8.64;9.08;-1;8.21;-1;0.5;0.5;0.25;0;0;0.0;-1;0.0;-1;2;-1;-1;36;-1;
;https://stackoverflow.com/questions/18823627;-1;8.41;8.67;-1;8.16;-1;0.25;0.75;0.17;0;0;0.0;-1;0.0;-1;3;-1;-1;23;-1;
;https://stackoverflow.com/questions/33179166;-1;9.0;8.85;-1;9.16;-1;0.25;0.75;0.08;0;0;0.0;-1;0.0;-1;2;-1;-1;10;-1;
;https://stackoverflow.com/questions/38048032;-1;10.79;11.6;-1;9.97;-1;0.0;0.75;0.0;0;0;0.0;-1;0.0;-1;2;-1;-1;13;-1;
;https://stackoverflow.com/questions/42763103;-1;9.63;10.03;-1;9.23;-1;0.25;1.0;0.11;0;0;0.0;-1;0.0;-1;5;-1;-1;50;-1;


Trash in round 2: (284);https://stackoverflow.com/questions/54836037;0;1.83;10.75;0.85;8.66;0.8;0.25;1.0;0.03;0;0;10.85;0.89;0.48;0.75;2;0.2;0.2;5;0.0;
;https://stackoverflow.com/questions/5804637;1;1.48;7.46;0.59;5.97;0.55;0.0;1.0;0.07;0;0;11.59;0.96;0.34;0.52;7;0.6;0.1;9;0.0;
;https://stackoverflow.com/questions/27643810;2;1.81;10.46;0.83;7.49;0.69;0.25;1.0;0.03;0;0;10.77;0.89;0.44;0.68;4;0.3;0.3;23;0.0;
;https://stackoverflow.com/questions/3056703;3;1.93;9.91;0.79;8.94;0.82;0.0;1.0;0.03;0;0;11.14;0.92;0.43;0.66;4;0.3;0.4;73;0.1;
;https://stackoverflow.com/questions/47487685;4;1.44;7.95;0.63;8.21;0.76;0.0;1.0;0.04;0;0;11.92;0.98;0.37;0.57;2;0.2;0.1;5;0.0;
;https://stackoverflow.com/questions/2375222;5;2.31;9.67;0.77;9.08;0.84;0.25;1.0;0.01;0;0;10.38;0.86;0.35;0.54;11;0.9;0.6;212;0.2;
;https://stackoverflow.com/questions/16724716;6;1.74;10.04;0.8;8.47;0.78;0.0;1.0;0.03;0;0;10.88;0.9;0.39;0.6;4;0.3;0.2;19;0.0;
;https://stackoverflow.com/questions/28998063;7;1.61;9.11;0.72;9.03;0.83;0.0;0.75;0.04;0;0;10.8;0.89;0.35;0.54;1;0.1;0.3;13;0.0;
;https://stackoverflow.com/questions/41767528;8;1.43;8.29;0.66;7.57;0.7;0.25;1.0;0.05;0;0;10.77;0.89;0.35;0.54;1;0.1;0.2;4;0.0;
;https://stackoverflow.com/questions/8257641;9;2.05;9.45;0.75;9.28;0.85;0.25;1.0;0.01;0;0;10.55;0.87;0.42;0.65;7;0.6;0.4;51;0.1;
;https://stackoverflow.com/questions/44097719;10;1.47;7.39;0.59;8.57;0.79;0.25;1.0;0.03;0;0;10.28;0.85;0.37;0.57;3;0.2;0.2;12;0.0;
;https://stackoverflow.com/questions/13262045;11;1.33;7.04;0.56;7.81;0.72;0.0;0.75;0.07;0;0;10.31;0.85;0.34;0.53;2;0.2;0.1;4;0.0;
;https://stackoverflow.com/questions/15903466;12;1.34;6.73;0.53;7.67;0.71;0.25;1.0;0.08;0;0;11.72;0.97;0.4;0.61;2;0.2;0.1;9;0.0;
;https://stackoverflow.com/questions/20720417;13;1.7;9.86;0.78;8.95;0.82;0.75;1.0;0.06;0;0;10.91;0.9;0.4;0.62;3;0.2;0.2;14;0.0;
;https://stackoverflow.com/questions/40459337;14;1.78;9.58;0.76;9.67;0.89;0.25;0.75;0.06;0;0;10.93;0.9;0.49;0.76;3;0.2;0.2;6;0.0;
